Summer,Category,Constructs,Subconstructs,Instrument,Subjects,Q#,N,Variable Name,Trigger,Order,Question,Question (Chinese),Reverse,Response rule,Response rule（Chinese）,Ans_Value,Ans1,Ans2,Ans3,Ans4,Ans5,Ans6,Ans7,Ans 1 (Chinese),Ans 2 (Chinese),Ans 3 (Chinese),Ans 4 (Chinese),Ans 5 (Chinese),Ans 6 (Chinese),Ans 7 (Chinese),,Scenario,Difficulty,notes,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Artistics,UES,P,P-Care-Voca-Artis,4,P-Care-Voca-Artis4,,P06,"Sketch, draw, or paint",素描、绘画,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Artistics,UES,P,P-Care-Voca-Artis,5,P-Care-Voca-Artis5,,P06,Creative writing,写作（写故事、诗歌等）,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Conventional,UES,P,P-Care-Voca-Conve,1,P-Care-Voca-Conve1,,P06,Do a lot of paperwork in a short time,在短时间内整理分类大量文件,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Conventional,UES,P,P-Care-Voca-Conve,2,P-Care-Voca-Conve2,,P06,Keep accurate records,做详尽的笔记,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Conventional,UES,P,P-Care-Voca-Conve,3,P-Care-Voca-Conve3,,P06,"Work well within a system, such as a goverment agency or a hierarchical system.",在政府部门工作,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Conventional,UES,P,P-Care-Voca-Conve,4,P-Care-Voca-Conve4,,P06,Write formal letters ,写正式的文件、信件,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Conventional,UES,P,P-Care-Voca-Conve,5,P-Care-Voca-Conve5,,P06,Work in a cubicle,使用电脑长时间工作,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Enterprising,UES,P,P-Care-Voca-Enter,1,P-Care-Voca-Enter1,,P06,Convince people to do things your way,说服他人按照自己的方式去做,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Team work,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Enterprising,UES,P,P-Care-Voca-Enter,2,P-Care-Voca-Enter2,,P06,Lead a group discussion,主导小组讨论,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Team work,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Enterprising,UES,P,P-Care-Voca-Enter,3,P-Care-Voca-Enter3,,P06,Sell things,推销产品,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Enterprising,UES,P,P-Care-Voca-Enter,4,P-Care-Voca-Enter4,,P06,Start a new project (e.g.public welfare project or commercial project),启动新的项目（公益项目或商业项目）,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Enterprising,UES,P,P-Care-Voca-Enter,5,P-Care-Voca-Enter5,,P06,Plan and organize activities and events,策划和组织活动,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Investigative,UES,P,P-Care-Voca-Inves,1,P-Care-Voca-Inves1,,P06,Do complex calculations,做复杂的计算,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Learning,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Investigative,UES,P,P-Care-Voca-Inves,2,P-Care-Voca-Inves2,,P06,Solve math problems,解决数学难题,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Learning,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Investigative,UES,P,P-Care-Voca-Inves,3,P-Care-Voca-Inves3,,P06,Understand science - use information to figure things out,阅读科学研究报告并利用其中的信息来解决实际问题,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Learning,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Investigative,UES,P,P-Care-Voca-Inves,4,P-Care-Voca-Inves4,,P06,Suggest a better way to accomplish a task,优化解决问题的方案,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Investigative,UES,P,P-Care-Voca-Inves,5,P-Care-Voca-Inves5,,P06,"Work with fine instruments (such as microscopes, measuring equipment)",使用精密的仪器（如显微镜、电子精密天平等）,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Realistic,UES,P,P-Care-Voca-Reali,1,P-Care-Voca-Reali1,,P06,Operate mechanical equipment(s),操作机械设备（起重机等）,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Realistic,UES,P,P-Care-Voca-Reali,2,P-Care-Voca-Reali2,,P06,Pitch a tent,搭帐篷,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Realistic,UES,P,P-Care-Voca-Reali,3,P-Care-Voca-Reali3,,P06,"Use power tools (e.g. drills, chainsaws, etc.)",使用电动工具（电钻、电锯等）,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Realistic,UES,P,P-Care-Voca-Reali,4,P-Care-Voca-Reali4,,P06,Tolerate harsh conditions,适应恶劣的环境,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Realistic,UES,P,P-Care-Voca-Reali,5,P-Care-Voca-Reali5,,P06,Play a sport,进行体育训练,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Social,UES,P,P-Care-Voca-Socia,1,P-Care-Voca-Socia1,,P06,Cooperate well with others,与他人合作,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Team work,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Social,UES,P,P-Care-Voca-Socia,2,P-Care-Voca-Socia2,,P06,Express yourself clearly,清楚地表达自己,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Team work,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Social,UES,P,P-Care-Voca-Socia,3,P-Care-Voca-Socia3,,P06,Give talks or speeches,演讲,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Social,UES,P,P-Care-Voca-Socia,4,P-Care-Voca-Socia4,,P06,Mediate disputes,调解纠纷,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Team work,Evaluation,,,,,,,,,,,
1,Career Assessment,Vocational Confidence,Social,UES,P,P-Care-Voca-Socia,5,P-Care-Voca-Socia5,,P06,Teach/train others,教育或培训他人,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,Performing task,Evaluation,,,,,,,,,,,
0,Preference,College,#prompt,UES,P,P-Pref-Coll-#prom,1,P-Pref-Coll-#prom1,,P07,How interested are you in having your child studying in the U.S college?,请问您是否对送您孩子来美国高校学习是否感兴趣？,,choose one,单选,"(1,2,3,4,5,6,7)",Not at all interested,Not interested,Somewhat not interested,Neutral,Somewhat interested,interested,Strongly Interest,特别没兴趣,没兴趣,有点没兴趣,既不感兴趣也不讨厌,有点兴趣/略高于平均水平,有兴趣,特别有兴趣,,,,,,,,,,,,,,
0,Preference,College,aspiration,UES,P,P-Pref-Coll-aspir,1,P-Pref-Coll-aspir1,,P07,What level of education do you expect your child to receive?,您希望孩子最高获得什么样的学历？,,choose one,单选,"(1,2,3,4)",Bachelor's,Master's,Doctoral,"Professional degrees (e.g., JD, MD)",,,,本科学历,硕士学历,博士学历,专业学历（法学博士、医学博士等）,,,,,,,,,,,,,,,,,
0,Preference,College,cost,UES,P,P-Pref-Coll-cost,1,P-Pref-Coll-cost1,,P07,Do you have any restrictions on the total cost of your child's education in the U.S.?,请问您对孩子留学的总费用有没有什么限制？,,choose one,单选,"(1,2,3,4)",less than 1 million RMB,less than 1.5 million RMB,less than 2 million RMB,No specific limit/ depends,,,,低于100万,低于150万,低于200万,无,,,,,,,,,,,,,,,,,
0,Preference,College,factors,UES,P,P-Pref-Coll-facto,1,P-Pref-Coll-facto1,,P07,Please rank the following factors according to the degree of importance when choosing school.,请按照重要程度排列以下择校因素。,,rank all options,请排序,,Neighborhood safety,School ranking,Geographic location,Internship placement ,On-time Graduation Rate,,,学校所处社区的治安状况,学校排名,地理位置,就业实习机会,毕业难度,,,,,,,,,,,,,,,,
0,Preference,College,location,UES,P,P-Pref-Coll-locat,1,P-Pref-Coll-locat1,,P07,Do you expect your child attend college in any specific state or location in the U.S.?,请问您对孩子所读大学的所处的区域有没有特定要求？,,choose one,单选,"(1,2)",Yes,No,,,,,,有,没有,,,,,,,,,,,,,,,,,,,
0,Preference,College,location,UES,P,P-Pref-Coll-locat,2,P-Pref-Coll-locat2,if P-Pref-coll-locat1=1,P07,Please select below regions you wish that your child’s university is located in.,请在以下选择您希望孩子的大学所处的区域,,choose all that apply,请最多选择三个选项,"(1,2,3,4)",Add U.S. region list,,,,,,,Add U.S. region list,,,,,,,,,,,,,,,,,,,,
0,Preference,work,factors,UES,P,P-Pref-work-facto,1,P-Pref-work-facto1,,P07,"When helping your child choose future field of work, please rank the importance of following factors.",请按重要程度排列以下帮助孩子择业的因素。,,rank all options,请排序,,Income,Workload,Required level of education,Child's interests,Work time,,,收入,工作压力,所需教育程度,孩子的兴趣,工作时间,,,,,,,,,,,,,,,,
0,Preference,work,postgraduation,UES,P,P-Pref-work-postg,1,P-Pref-work-postg1,,P07,"After graduation, would you like your child to come back to China or stay and work in the U.S.?",请问您希望您的孩子毕业以后回国还是留美工作？,,choose one,单选,"(1,2,3)",Come back to China,Stay in the U.S.,Either,,,,,回国,留美,无所谓,,,,,,,,,,,,,,,,,,
0,Preference,work,postgraduation,UES,P,P-Pref-work-postg,2,P-Pref-work-postg2,,P07,"Do you have specific expectation for your child's future work industry (e.g. manufacturing, service industry)?",您对孩子未来的工作行业（例如制造业、服务业）有什么具体的要求吗？,,choose one,单选,"(1,2)",Yes,No,,,,,,有,无,,,,,,,,,,,,,,,,,,,
0,Preference,work,postgraduation,UES,P,P-Pref-work-postg,3,P-Pref-work-postg3,if P-Pref-work-postg2=1,P07,Please select the industry that you would prefer your child to work in the future,请选择您期望孩子未来从事的行业,,choose up to three answers,请最多选择三个选项,(1-17),Add areas of interests list,,,,,,,Add areas of interests list,,,,,,,,,,,,,,,,,,,,
0,Preference,work,postgraduation,UES,P,P-Pref-work-postg,4,P-Pref-work-postg4,if P-Pref-work-postg3=17,P07,Other Industry____,其他行业_______,,fill in the blank,填空,STRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Preference,work,postgraduation,UES,P,P-Pref-work-postg,5,P-Pref-work-postg5,if P-Pref-work-postg1=2,P07,How much income do you expect you child to earn after graduation?,在美国留下后，您对孩子毕业后所从事的工作的薪金期望值是？,,choose one,单选,"(1,2,3,4,5)","$36,000-54,000","$54,000-81,000","$81,000-117,000","$117,000-162,000",">$162,000",,,"$36,000-54,000","$54,000-81,000","$81,000-117,000","$117,000-162,000",">$162,000",,,,,,,,,,,,,,,,
1,Background,Parenting,Expectations,Multidimensional Perfectionism Scale,S,S-Back-Pare-Expec,2,S-Back-Pare-Expec2,,S03,My parents set very high standards for me.,我的父母对我的要求过高。,Reverse,choose one,单选,"(1,2,3,4,5,6,7)",Strongly disagree,Disagree,Somewhat disagree,Neutral,Somewhat agree,Agree,Strongly agree,非常不同意,不同意,有点不同意,中立,有点同意,同意,非常同意,,11,Evaluation ,,,,,,,,,,,
1,Background,Parenting,Listening,Parenting approach,S,S-Back-Pare-Liste,1,S-Back-Pare-Liste1,,S03,My parents care about what I think.,"我的父母在意我的想法。
",,choose one,单选,"(1,2,3,4,5,6,7)",Strongly disagree,Disagree,Somewhat disagree,Neutral,Somewhat agree,Agree,Strongly agree,非常不同意,不同意,有点不同意,中立,有点同意,同意,非常同意,,11,Evaluation ,,,,,,,,,,,
1,Background,Parenting,Patience,Parenting approach,S,S-Back-Pare-Patie,1,S-Back-Pare-Patie1,,S03,My parents got angry at me when I make a mistake by accident.,我的父母常常因为我无心的过失而对我发火。,Reverse,choose one,单选,"(1,2,3,4,5,6,7)",Strongly disagree,Disagree,Somewhat disagree,Neutral,Somewhat agree,Agree,Strongly agree,非常不同意,不同意,有点不同意,中立,有点同意,同意,非常同意,,11,Evaluation ,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,1,S-Back-Demo-Langu1,,NA,What is your primary language(s)?,你会说什么语言？,,choose all that apply,多选,(1-12),Add language list,,,,,,,Language list,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,1a,S-Back-Demo-Langu1a,if S-Back-Demo-Langu1=12,NA,Others______,其他语言______,,fill in the blank,填空,STRING,,,,,,,,,,,,,,,,,Information,,,,,,,,,,,
1,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,2,S-Back-Demo-Langu2,,NA,What other language do you speak?,您还会说什么语言？,,choose one,多选,(1-12),Add language list,,,,,,,Language list,,,,,,,,,Information,,,,,,,,,,,
1,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,2a,S-Back-Demo-Langu2a,if S-Back-Demo-Langu2=12,NA,Others______,其他语言______,,fill in the blank,填空,STRING,,,,,,,,,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,2b,S-Back-Demo-Langu2b,if S-Back-Demo-Langu2^=13,NA,How fluent are you in this language？,您说该语言的流利程度是？,,choose one,单选,"(1,2,3,4,5)",Beginner ,Elementary,Intermediate,Proficient,Native speaker,,,入门,基本,一般,熟练,母语,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,3,S-Back-Demo-Langu3,if S-Back-Demo-Langu2^=13,NA,What other language do you speak?,您还会说什么语言？,,choose one,多选,(1-12),Add language list,,,,,,,Add language list,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,3a,S-Back-Demo-Langu3a,if S-Back-Demo-Langu3=12,NA,Others______,其他语言______,,fill in the blank,填空,STRING,,,,,,,,,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,3b,S-Back-Demo-Langu3b,if S-Back-Demo-Langu3^=13,NA,How fluent are you in this language？,您说该语言的流利程度是？,,choose one,单选,"(1,2,3,4,5)",Beginner ,Elementary,Intermediate,Proficient,Native speaker,,,入门,基本,一般,熟练,母语,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,4,S-Back-Demo-Langu4,if S-Back-Demo-Langu3^=13,NA,What other language do you speak?,您还会说什么语言？,,choose one,多选,(1-12),Add language list,,,,,,,Add language list,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,4a,S-Back-Demo-Langu4a,if S-Back-Demo-Langu4=12,NA,Others______,其他语言______,,fill in the blank,填空,STRING,,,,,,,,,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,4b,S-Back-Demo-Langu4b,if S-Back-Demo-Langu4^=13,NA,How fluent are you in this language？,您说该语言的流利程度是？,,choose one,单选,"(1,2,3,4,5)",Beginner ,Elementary,Intermediate,Proficient,Native speaker,,,入门,基本,一般,熟练,母语,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,5,S-Back-Demo-Langu5,if S-Back-Demo-Langu4^=13,NA,What other language do you speak?,您还会说什么语言？,,choose one,多选,(1-12),Add language list,,,,,,,Add language list,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,5a,S-Back-Demo-Langu5a,if S-Back-Demo-Langu5=12,NA,Others______,其他语言______,,fill in the blank,填空,STRING,,,,,,,,,,,,,,,,,Information,,,,,,,,,,,
0,Background,Demographics ,Language,UES,S,S-Back-Demo-Langu,5b,S-Back-Demo-Langu5b,if S-Back-Demo-Langu5^=13,NA,How fluent are you in this language？,您说该语言的流利程度是？,,choose one,单选,"(1,2,3,4,5)",Beginner ,Elementary,Intermediate,Proficient,Native speaker,,,入门,基本,一般,熟练,母语,,,,,Information,,,,,,,,,,,
1,Background,Parenting,Understanding,Parenting approach,S,S-Back-Pare-Under,1,S-Back-Pare-Under1,,S03,I am friends with my parents.,我和父母是朋友。,,choose one,单选,"(1,2,3,4,5,6,7)",Strongly disagree,Disagree,Somewhat disagree,Neutral,Somewhat agree,Agree,Strongly agree,非常不同意,不同意,有点不同意,中立,有点同意,同意,非常同意,,11,Evaluation ,,,,,,,,,,,
1,Background,Language,fluency,UES,S,S-Back-Lang-fluen,2,S-Back-Lang-fluen2,,,What other language do you speak?,你还会说什么语言？,,choose all that apply,多选,(1-12),Add language list,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Background,Language,f_prompts,UES,S,S-Back-Lang-f_pro,1,S-Back-Lang-f_pro1,,S01,How fluent are you in _______?,你说__________的流利程度是？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,1,S-Back-Lang-fluen1,if S-Back-Lang-Prima1=1,S01,Chinese,汉语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,2,S-Back-Lang-fluen2,if S-Back-Lang-Prima1=2,S01,Arabic,阿拉伯语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,3,S-Back-Lang-fluen3,if S-Back-Lang-Prima1=3,S01,English,英语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,4,S-Back-Lang-fluen4,if S-Back-Lang-Prima1=4,S01,French,法语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,5,S-Back-Lang-fluen5,if S-Back-Lang-Prima1=5,S01,German,德语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,6,S-Back-Lang-fluen6,if S-Back-Lang-Prima1=6,S01,Italian,意大利语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,7,S-Back-Lang-fluen7,if S-Back-Lang-Prima1=7,S01,Japanese,日语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,8,S-Back-Lang-fluen8,if S-Back-Lang-Prima1=8,S01,Korean,韩语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,9,S-Back-Lang-fluen9,if S-Back-Lang-Prima1=9,S01,Portuguese,葡萄牙语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,10,S-Back-Lang-fluen10,if S-Back-Lang-Prima1=10,S01,Russian,俄语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,11,S-Back-Lang-fluen11,if S-Back-Lang-Prima1=11,S01,Spanish,西班牙语,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,,,,,,,,,,,,
0,Background,Language,Primary,UES,S,S-Back-Lang-Prima,2,S-Back-Lang-Prima2,if S-Back-Lang-Prima1=12,S01,Others______,其他语言______,,choose one,单选,"(1,2,3,4,5)",Add proficiency List ,,,,,,,Add proficiency List ,,,,,,,,,Information,,,,,,,,,,,
0,Background,Language,fluency,UES,S,S-Back-Lang-fluen,12,S-Back-Lang-fluen12,if S-Back-Lang-Prima1=12,S01,How fluent are you in this language？,您说该语言的流利程度是？,,choose one,单选,"(1,2,3,4,5)",Beginner ,Elementary,Intermediate,Proficient,Native speaker,,,入门,基本,一般,熟练,母语,,,,,Information,,,,,,,,,,,
1,Career Assessment,Voc Interest & Voc Confidence,#prompts,UES,S,S-Care-Voc -#prom,1,S-Care-Voc -#prom1,,S08,"What you want to do may not always perfectly match with what you are best at. In the following career activities, rate how confident you are in performing each task on the left side, and how interested are you in working on them on right side?",在接下来的职业活动中，请在左侧评价你认为能做好每项任务的自信程度；在右侧评价你对做这项工作有多大兴趣。,,,,,,,,,,,,,,,,,,,,,Evaluation ,空行,,,,,,,,,,
1,Career Assessment,Voc Interest & Voc Confidence,#prompts,UES,S,S-Care-Voc -#prom,1,S-Care-Voc -#prom1,,S08,"Please rate the following statements. On the left side, please rate how confident you are in performing such task; on the right side, please rate how much you think you will enjoy performing the task. 1 represents not confident at all or not interested at all, while 7 represents very confident or very interested.",下面有一系列的工作。请从1（非常没自信或毫无兴趣）到7（非常有自信或非常有兴趣）中，在左一栏填写您对做好这项工作的自信程度，右边一栏填写您对做这项工作的兴趣,,,,,,,,,,,,,,,,,,,,,Evaluation ,空行,,,,,,,,,,
1,Career Assessment,Voc Interest & Voc Confidence,#prompts,UES,S,S-Care-Voc -#prom,2,S-Care-Voc -#prom2,,S08,"What you want to do may not always perfectly match with what you are best at. In the following career activities, rate how confident are you in performing each task on the left side, and how interested are you in working on them on right side?",在接下来的职业活动中，请在左侧评价你认为能做好每项任务的自信程度；在右侧评价你对做这项工作有多大兴趣。,,,,,,,,,,,,,,,,,,,,,Evaluation ,空行,,,,,,,,,,
1,Career Assessment,Voc Interest & Voc Confidence,CArtistics,UES,S,S-Care-Voc -CArti,1,S-Care-Voc -CArti1,,S08,Make original crafts for school projects,做手工,,choose one,单选,"(1,2,3,4,5,6,7)",Poor,Below average,Slightly below average,Average,Slightly above average,Above average,Excellent,不好,低于平均水平,略低于平均水平,平均,略高于平均水平,高于平均水平,优秀,,,Evaluation ,A-S 分组的average,,,,,,,,,,
